1.00000000e-01	1.00000970e+00	9.99978310e-01	1.00001436e+00		9.88212197e-01	1.00330782e+00	1.00369643e+00	
1.00441296e-01	1.00000970e+00	9.99982911e-01	1.00001754e+00		9.88213649e-01	1.00331243e+00	1.00369690e+00	
1.00884540e-01	1.00000971e+00	9.99973575e-01	1.00000724e+00		9.88215111e-01	1.00330386e+00	1.00368441e+00	
1.01329740e-01	1.00000971e+00	9.99982926e-01	1.00001756e+00		9.88216579e-01	1.00331247e+00	1.00369234e+00	
1.01776905e-01	1.00000972e+00	9.99986259e-01	1.00002074e+00		9.88218048e-01	1.00331467e+00	1.00369329e+00	
1.02226043e-01	1.00000972e+00	9.99977599e-01	1.00001025e+00		9.88219522e-01	1.00330755e+00	1.00368106e+00	
1.02677162e-01	1.00000972e+00	9.99981097e-01	1.00001668e+00		9.88221002e-01	1.00331153e+00	1.00368530e+00	
1.03130273e-01	1.00000973e+00	9.99975683e-01	1.00000730e+00		9.88222490e-01	1.00330531e+00	1.00367325e+00	
1.03585383e-01	1.00000973e+00	9.99975787e-01	1.00000830e+00		9.88223976e-01	1.00330678e+00	1.00367218e+00	
1.04042502e-01	1.00000973e+00	9.99972912e-01	1.00000358e+00		9.88225472e-01	1.00330404e+00	1.00366584e+00	
1.04501638e-01	1.00000974e+00	9.99985754e-01	1.00002127e+00		9.88226972e-01	1.00331682e+00	1.00368194e+00	
1.04962800e-01	1.00000974e+00	9.99985407e-01	1.00002008e+00		9.88228476e-01	1.00331689e+00	1.00367816e+00	
1.05425997e-01	1.00000974e+00	9.99983877e-01	1.00001659e+00		9.88229990e-01	1.00331580e+00	1.00367278e+00	
1.05891238e-01	1.00000974e+00	9.99980312e-01	1.00001302e+00		9.88231499e-01	1.00331200e+00	1.00366604e+00	
1.06358532e-01	1.00000975e+00	9.99974343e-01	1.00000455e+00		9.88233019e-01	1.00330570e+00	1.00365573e+00	
1.06827889e-01	1.00000975e+00	9.99978321e-01	1.00001142e+00		9.88234542e-01	1.00330977e+00	1.00366069e+00	
1.07299316e-01	1.00000976e+00	9.99976557e-01	1.00000761e+00		9.88236074e-01	1.00330868e+00	1.00365407e+00	
1.07772824e-01	1.00000976e+00	9.99976500e-01	1.00000909e+00		9.88237606e-01	1.00330877e+00	1.00365390e+00	
1.08248422e-01	1.00000976e+00	9.99978879e-01	1.00000951e+00		9.88239148e-01	1.00331158e+00	1.00365162e+00	
1.08726118e-01	1.00000977e+00	9.99975841e-01	1.00000779e+00		9.88240694e-01	1.00330841e+00	1.00364946e+00	
1.09205923e-01	1.00000977e+00	9.99980820e-01	1.00001142e+00		9.88242241e-01	1.00331342e+00	1.00365054e+00	
1.09687845e-01	1.00000977e+00	9.99978528e-01	1.00000869e+00		9.88243793e-01	1.00331090e+00	1.00364621e+00	
1.10171893e-01	1.00000977e+00	9.99979785e-01	1.00001181e+00		9.88245353e-01	1.00331357e+00	1.00364598e+00	
1.10658078e-01	1.00000978e+00	9.99977196e-01	1.00000735e+00		9.88246913e-01	1.00331020e+00	1.00363941e+00	
1.11146408e-01	1.00000978e+00	9.99972357e-01	1.00000177e+00		9.88248483e-01	1.00330590e+00	1.00363226e+00	
1.11636893e-01	1.00000979e+00	9.99981354e-01	1.00001426e+00		9.88250063e-01	1.00331514e+00	1.00364309e+00	
1.12129543e-01	1.00000979e+00	9.99982950e-01	1.00001111e+00		9.88251638e-01	1.00331552e+00	1.00363754e+00	
1.12624366e-01	1.00000980e+00	9.99987982e-01	1.00001966e+00		9.88253228e-01	1.00332206e+00	1.00364312e+00	
1.13121374e-01	1.00000980e+00	9.99981661e-01	1.00001101e+00		9.88254818e-01	1.00331515e+00	1.00363320e+00	
1.13620574e-01	1.00000980e+00	9.99983041e-01	1.00001409e+00		9.88256409e-01	1.00331720e+00	1.00363409e+00	
1.14121978e-01	1.00000980e+00	9.99983875e-01	1.00001246e+00		9.88258011e-01	1.00331720e+00	1.00363136e+00	
1.14625594e-01	1.00000981e+00	9.99984570e-01	1.00001398e+00		9.88259618e-01	1.00331923e+00	1.00362948e+00	
1.15131433e-01	1.00000981e+00	9.99985363e-01	1.00001454e+00		9.88261226e-01	1.00332036e+00	1.00362898e+00	
1.15639503e-01	1.00000981e+00	9.99983268e-01	1.00001097e+00		9.88262845e-01	1.00331740e+00	1.00362401e+00	
1.16149816e-01	1.00000982e+00	9.99988400e-01	1.00001992e+00		9.88264465e-01	1.00332222e+00	1.00362949e+00	
1.16662381e-01	1.00000982e+00	9.99950425e-01	9.99970997e-01		9.88266085e-01	1.00328436e+00	1.00357840e+00	
1.17177208e-01	1.00000982e+00	9.99950000e-01	9.99972474e-01		9.88267715e-01	1.00328469e+00	1.00357766e+00	
1.17694307e-01	1.00000981e+00	9.99916555e-01	9.99930587e-01		9.88269343e-01	1.00325104e+00	1.00353351e+00	
1.18213688e-01	1.00000982e+00	9.99924547e-01	9.99935986e-01		9.88270987e-01	1.00325798e+00	1.00353720e+00	
1.18735361e-01	1.00000982e+00	9.99914503e-01	9.99923310e-01		9.88272638e-01	1.00324870e+00	1.00352352e+00	
1.19259336e-01	1.00000982e+00	9.99909768e-01	9.99919875e-01		9.88274285e-01	1.00324393e+00	1.00351745e+00	
1.19785623e-01	1.00000983e+00	9.99946604e-01	9.99966512e-01		9.88275948e-01	1.00327954e+00	1.00356223e+00	
1.20314232e-01	1.00000984e+00	9.99947658e-01	9.99967016e-01		9.88277615e-01	1.00328202e+00	1.00356158e+00	
1.20845175e-01	1.00000984e+00	9.99948106e-01	9.99967957e-01		9.88279285e-01	1.00328197e+00	1.00356059e+00	
1.21378460e-01	1.00000985e+00	9.99951112e-01	9.99970957e-01		9.88280957e-01	1.00328477e+00	1.00356112e+00	
1.21914099e-01	1.00000984e+00	9.99950949e-01	9.99969449e-01		9.88282633e-01	1.00328571e+00	1.00355709e+00	
1.22452102e-01	1.00000985e+00	9.99949232e-01	9.99968011e-01		9.88284323e-01	1.00328306e+00	1.00355453e+00	
1.22992478e-01	1.00000985e+00	9.99966625e-01	9.99988028e-01		9.88286011e-01	1.00330129e+00	1.00357232e+00	
1.23535240e-01	1.00000986e+00	9.99963068e-01	9.99984721e-01		9.88287715e-01	1.00329669e+00	1.00356680e+00	
1.24080396e-01	1.00000986e+00	9.99961844e-01	9.99983663e-01		9.88289411e-01	1.00329522e+00	1.00356362e+00	
1.24627959e-01	1.00000987e+00	9.99972028e-01	9.99992674e-01		9.88291122e-01	1.00330592e+00	1.00357071e+00	
1.25177937e-01	1.00000987e+00	9.99964240e-01	9.99986666e-01		9.88292835e-01	1.00329766e+00	1.00356268e+00	
1.25730343e-01	1.00000987e+00	9.99963786e-01	9.99984881e-01		9.88294552e-01	1.00329730e+00	1.00355892e+00	
1.26285187e-01	1.00000987e+00	9.99966772e-01	9.99989615e-01		9.88296272e-01	1.00330016e+00	1.00356089e+00	
1.26842479e-01	1.00000988e+00	9.99982509e-01	1.00000775e+00		9.88298000e-01	1.00331498e+00	1.00357790e+00	
1.27402230e-01	1.00000989e+00	9.99979248e-01	1.00000271e+00		9.88299743e-01	1.00331281e+00	1.00357022e+00	
1.27964452e-01	1.00000989e+00	9.99977175e-01	1.00000035e+00		9.88301480e-01	1.00331029e+00	1.00356689e+00	
1.28529154e-01	1.00000989e+00	9.99980908e-01	1.00000419e+00		9.88303224e-01	1.00331357e+00	1.00356859e+00	
1.29096349e-01	1.00000989e+00	9.99979514e-01	1.00000131e+00		9.88304975e-01	1.00331213e+00	1.00356359e+00	
1.29666046e-01	1.00000990e+00	9.99974023e-01	9.99997185e-01		9.88306734e-01	1.00330748e+00	1.00355805e+00	
1.30238258e-01	1.00000990e+00	9.99978978e-01	1.00000120e+00		9.88308492e-01	1.00331188e+00	1.00355993e+00	
1.30812995e-01	1.00000990e+00	9.99982227e-01	1.00000343e+00		9.88310267e-01	1.00331441e+00	1.00356048e+00	
