   5.1099892800000001E-004   7.2973525693000004E-003   7.2973525693000004E-003
   5.1726949318692934E-004   7.2974906360975499E-003   7.2974906360975499E-003
   5.2361700567376288E-004   7.2976287081242212E-003   7.2976287081242212E-003
   5.3004240969547556E-004   7.2977667853803187E-003   7.2977667853803187E-003
   5.3654666107392970E-004   7.2979048678661288E-003   7.2979048678661288E-003
   5.4313072736005973E-004   7.2980429555819567E-003   7.2980429555819567E-003
   5.4979558797780181E-004   7.2981810485280929E-003   7.2981810485280929E-003
   5.5654223436978989E-004   7.2983191467048403E-003   7.2983191467048403E-003
   5.6337167014483926E-004   7.2984572501124979E-003   7.2984572501124979E-003
   5.7028491122724026E-004   7.2985953587513565E-003   7.2985953587513565E-003
   5.7728298600788366E-004   7.2987334726217221E-003   7.2987334726217221E-003
   5.8436693549724088E-004   7.2988715917238810E-003   7.2988715917238810E-003
   5.9153781348022085E-004   7.2990097160581368E-003   7.2990097160581368E-003
   5.9879668667292812E-004   7.2991478456247956E-003   7.2991478456247956E-003
   6.0614463488134376E-004   7.2992859804241359E-003   7.2992859804241359E-003
   6.1358275116195360E-004   7.2994241204564709E-003   7.2994241204564709E-003
   6.2111214198434783E-004   7.2995622657220883E-003   7.2995622657220883E-003
   6.2873392739581577E-004   7.2997004162212945E-003   7.2997004162212945E-003
   6.3644924118796053E-004   7.2998385719543818E-003   7.2998385719543818E-003
   6.4425923106535771E-004   7.2999767329216475E-003   7.2999767329216475E-003
   6.5216505881628465E-004   7.3001148991233937E-003   7.3001148991233937E-003
   6.6016790048554379E-004   7.3002530705599091E-003   7.3002530705599091E-003
   6.6826894654940729E-004   7.3003912472314981E-003   7.3003912472314981E-003
   6.7646940209270870E-004   7.3005294291384592E-003   7.3005294291384592E-003
   6.8477048698810687E-004   7.3006676162810907E-003   7.3006676162810907E-003
   6.9317343607755053E-004   7.3008058086596831E-003   7.3008058086596831E-003
   7.0167949935596920E-004   7.3009440062745436E-003   7.3009440062745436E-003
   7.1028994215721825E-004   7.3010822091259600E-003   7.3010822091259600E-003
   7.1900604534230576E-004   7.3012204172142386E-003   7.3012204172142386E-003
   7.2782910548992944E-004   7.3013586305396743E-003   7.3013586305396743E-003
   7.3676043508935098E-004   7.3014968491025662E-003   7.3014968491025662E-003
   7.4580136273563801E-004   7.3016350729032111E-003   7.3016350729032111E-003
   7.5495323332730110E-004   7.3017733019419022E-003   7.3017733019419022E-003
   7.6421740826635679E-004   7.3019115362189455E-003   7.3019115362189455E-003
